,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
406,What Ever Happened to Baby Jane?,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,Drama,1962,134,8.0,75        ,57730,4.05
407,Mommy,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",Drama            ,I) (,139,8.0,74        ,58295,3.49
408,Rio Bravo,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",Western            ,1959,141,8.0,93        ,63912,12.54
409,Pink Floyd: The Wall,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,Drama,1982,95,8.0,47        ,82133,22.24
410,Cinderella Man,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",Biography,2005,144,8.0,69        ,190178,61.65
411,Der Himmel über Berlin,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",Drama,1987,128,8.0,79        ,72431,3.33
412,The Night of the Hunter,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",Crime,1955,92,8.0,97        ,91104,0.65
413,Kaze no tani no Naushika,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,Animation,1984,117,8.0,86        ,171595,0.5
414,Tenkû no shiro Rapyuta,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,Animation,1986,125,8.0,78        ,169182,0.0
415,Mou gaan dou,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",Action,2002,101,8.0,75        ,126381,0.17
416,Being There,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",Comedy,1979,130,8.0,83        ,73858,30.18
417,Who's Afraid of Virginia Woolf?,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",Drama            ,1966,131,8.0,75        ,76515,0.0
418,Das Cabinet des Dr. Caligari,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",Horror,1920,76,8.0,0,65476,0.0
419,Zerkalo,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",Biography,1975,107,8.0,80        ,48150,0.18
420,WolfWalkers,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,Animation,2020,103,8.0,87        ,33749,0.0
421,The Straight Story,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,Biography,1999,112,8.0,86        ,92089,6.2
422,La leggenda del pianista sull'oceano,"A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land.",Drama,1998,169,8.0,58        ,65611,0.26
423,Il gattopardo,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily.",Drama,1963,186,8.0,100        ,26761,0.0
424,The Killing,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,Crime,1956,84,8.0,91        ,91344,0.0
425,Touch of Evil,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",Crime,1958,95,8.0,99        ,105926,2.24
426,Secrets & Lies,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",Comedy,1996,136,8.0,91        ,44284,13.42
427,Dilwale Dulhania Le Jayenge,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",Drama,1995,189,8.0,0,71423,0.0
428,Anatomy of a Murder,"An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",Drama,1959,161,8.0,95        ,67541,11.9
429,"Quo vadis, Aida?","Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.",Drama,2020,101,8.0,97        ,34723,0.0
430,Tropa de Elite,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",Action,2007,115,8.0,33        ,105563,0.01
431,Song of the Sea,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",Animation,2014,93,8.0,85        ,59613,0.86
432,Kaguya-hime no monogatari,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.",Animation,2013,137,8.0,89        ,48311,1.51
433,Fitzcarraldo,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",Adventure,1982,158,8.0,0,35930,0.0
434,Out of the Past,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames.",Crime,1947,97,8.0,85        ,38300,0.0
435,Le scaphandre et le papillon,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,Biography,2007,112,8.0,92        ,108392,5.99
436,Stalag 17,"After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer.",Comedy,1953,120,8.0,84        ,56570,0.0
437,Dare mo shiranai,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",Drama            ,2004,141,8.0,88        ,28882,0.68
438,Sweet Smell of Success,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,Drama,1957,96,8.0,100        ,33142,0.0
439,Persepolis,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,Animation,2007,96,8.0,90        ,96082,4.45
440,Yeopgijeogin geunyeo,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",Comedy,2001,137,8.0,0,48838,0.0
441,Nostalgia,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.",Drama            ,1983,125,8.0,0,27895,0.01
442,Sleuth,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",Mystery,1972,138,8.0,0,48378,4.08
443,Le Samouraï,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.,Crime,1967,105,8.0,0,52775,0.04
444,Brief Encounter,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",Drama,1945,86,8.0,92        ,41070,0.0
445,Mar adentro,"The factual story of Spaniard Ramon Sampedro, who fought a 28-year campaign in favor of euthanasia and his own right to die.",Biography,I) (,126,8.0,74        ,82714,2.09
446,Kind Hearts and Coronets,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,Comedy,1949,106,8.0,0,38023,0.0
447,Au revoir les enfants,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond.",Drama,1987,104,8.0,88        ,34553,4.54
448,"Crna macka, beli macor",Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,Comedy,1998,127,8.0,73        ,54662,0.35
449,The Shop Around the Corner,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",Comedy,1940,99,8.0,96        ,34916,0.2
450,La Strada,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",Drama            ,1954,108,8.0,0,64099,0.0
